id,original_price,speaker_audio_message_count,attachment_count,feedback_score,fee,review_count,reply_message_count,liked_num,people_count,audio_duration,review_score,speaker_message_count,in_promotion,is_refundable,purchasable,has_audition,speaker,tags,subject,created_at,starts_at,index
845288298728546304,19,89,36,5.0,19,25,4,630,334,51948,4.8,131,False,True,True,True,14530a3d80878e1819e1d3247764fd41,体育,女性拉伸基础入门,2017-05-09,2017-05-24,4769
781903014465122304,49,113,1,4.5,49,40,48,148,221,90316,4.5,135,False,False,True,True,ceebb48406ab50e49462d71c59ee10a9,互联网,一起进行一场测试人员面试吧,2016-11-15,2016-11-23,538
890517816137125888,34,74,13,5.0,34,61,13,167,289,53330,5.0,98,False,True,True,True,c45e03cc3b2c24c1761d4c08cb3afffb,金融与经济,量化交易面试真题解析1,2017-09-11,2017-09-24,4179
805175679959322624,49,92,62,4.5,49,45,30,421,302,95316,4.5,160,False,False,True,True,0a63604ce0d79c0a15dcb439e3c12876,职业,用产品思维大幅提升求职成功率,2017-01-18,2017-02-16,3816
864161899284148224,9,60,4,4.5,9,47,4,271,262,70345,4.4,67,False,True,True,True,91d7fa0d06df9bc39b992028dac41c90,职业,如何实现跨越式求职和跳槽,2017-06-30,2017-07-27,2920
840879245080276992,9,66,0,4.5,9,268,1,1806,1691,65562,4.4,66,False,True,True,True,e1f6710c744c722338dbc357b48badec,医学与健康,与协和名医聊聊减肥误区,2017-04-27,2017-05-12,1160
816674341520539648,39,43,14,4.5,39,131,3,527,2630,47000,4.6,72,False,False,True,True,fabe06074141ccacd1c8d6d77663d750,职业,如何应对面试中的「专业考核」？,2017-02-19,2017-03-28,415
816676772748890112,39,46,10,4.5,39,184,8,697,2777,51661,4.6,69,False,False,True,True,fabe06074141ccacd1c8d6d77663d750,职业,面试中的「职业规划」问题,2017-02-19,2017-04-11,391
782262029049135104,39,48,0,4.5,39,33,26,322,411,88290,4.5,49,False,False,True,True,d8f1cc7547119d7c25ea9cebe4484038,金融与经济,量化风控工作面试,2016-11-16,2016-11-27,1603
823578882056781824,39,37,11,5.0,39,42,1,783,301,73535,4.8,59,False,False,True,True,4bc396ec9b8c27903938ed981f7b44d1,金融与经济,我在高盛那些年（下）,2017-03-10,2017-04-15,2173
888821996052439040,9,85,14,5.0,9,52,22,167,251,54661,4.8,111,False,True,True,True,6a352619cd1fecca9e1382c32d077eb4,互联网,设计师求职，全程避坑指南,2017-09-06,2017-09-17,2753
